epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,9290.05,0.93591,0.49035,1.04299,0.95286,0.91161,0.959,0.67208,1.0607,0.45326,1.07877,1.9315e-05,1.9315e-05,1.9315e-05
165,9345.35,0.94273,0.49443,1.04404,0.95297,0.91383,0.95901,0.67135,1.06124,0.45417,1.0795,1.882e-05,1.882e-05,1.882e-05
166,9400.9,0.93486,0.49024,1.03804,0.95401,0.91525,0.95865,0.67153,1.06164,0.45433,1.07932,1.8325e-05,1.8325e-05,1.8325e-05
167,9456.61,0.9337,0.49327,1.03774,0.95241,0.91765,0.95882,0.6717,1.06054,0.45368,1.07895,1.783e-05,1.783e-05,1.783e-05
168,9511.91,0.94983,0.49157,1.04275,0.95038,0.91569,0.95777,0.67116,1.06144,0.45417,1.07902,1.7335e-05,1.7335e-05,1.7335e-05
169,9567.23,0.93301,0.49094,1.04026,0.95202,0.91438,0.95806,0.67099,1.06118,0.45334,1.0787,1.684e-05,1.684e-05,1.684e-05
170,9622.38,0.9258,0.48639,1.03529,0.952,0.91373,0.9578,0.67056,1.06071,0.45286,1.07879,1.6345e-05,1.6345e-05,1.6345e-05
171,9677.53,0.92888,0.48413,1.04037,0.95166,0.91373,0.95785,0.67043,1.06036,0.45148,1.07891,1.585e-05,1.585e-05,1.585e-05
172,9733.41,0.92481,0.48906,1.03656,0.95392,0.91338,0.95815,0.67206,1.06109,0.45091,1.0792,1.5355e-05,1.5355e-05,1.5355e-05
173,9789.05,0.92881,0.48873,1.0368,0.95277,0.90972,0.95812,0.67218,1.05998,0.44964,1.07872,1.486e-05,1.486e-05,1.486e-05
174,9844.6,0.92326,0.4832,1.04024,0.95378,0.91048,0.9584,0.67225,1.06026,0.44879,1.07874,1.4365e-05,1.4365e-05,1.4365e-05
175,9899.82,0.93747,0.48316,1.04038,0.95408,0.9098,0.9583,0.6728,1.05916,0.44865,1.07793,1.387e-05,1.387e-05,1.387e-05
176,9955.19,0.92206,0.47971,1.03614,0.95382,0.91119,0.9588,0.6732,1.05732,0.44801,1.0769,1.3375e-05,1.3375e-05,1.3375e-05
177,10011.1,0.92973,0.48549,1.03269,0.95108,0.91275,0.95883,0.6733,1.05746,0.44825,1.07707,1.288e-05,1.288e-05,1.288e-05
178,10066.4,0.91975,0.48079,1.03343,0.9502,0.91653,0.95934,0.67293,1.05575,0.44818,1.07634,1.2385e-05,1.2385e-05,1.2385e-05
179,10121.7,0.92828,0.48466,1.03761,0.94852,0.91667,0.95895,0.67316,1.05615,0.4495,1.07695,1.189e-05,1.189e-05,1.189e-05
180,10177.4,0.91976,0.47509,1.03398,0.94871,0.91667,0.95928,0.673,1.05661,0.45039,1.07784,1.1395e-05,1.1395e-05,1.1395e-05
181,10232.9,0.91537,0.47925,1.03557,0.94653,0.91569,0.95899,0.67276,1.05586,0.44982,1.07758,1.09e-05,1.09e-05,1.09e-05
182,10288.8,0.91893,0.48488,1.0339,0.94897,0.91765,0.95909,0.67365,1.05488,0.45,1.07755,1.0405e-05,1.0405e-05,1.0405e-05
183,10344.3,0.91648,0.4852,1.03197,0.94923,0.91765,0.95916,0.67388,1.05341,0.44947,1.07695,9.91e-06,9.91e-06,9.91e-06
184,10399.7,0.90843,0.48148,1.03088,0.94986,0.91765,0.9594,0.67358,1.05188,0.44916,1.07619,9.415e-06,9.415e-06,9.415e-06
185,10455.6,0.90822,0.47611,1.03018,0.95021,0.91671,0.95955,0.67456,1.05193,0.4477,1.07687,8.92e-06,8.92e-06,8.92e-06
186,10511,0.9264,0.4789,1.03719,0.95124,0.91667,0.9597,0.67485,1.05135,0.44806,1.07665,8.425e-06,8.425e-06,8.425e-06
187,10566.9,0.91963,0.47953,1.03527,0.95161,0.91765,0.95928,0.67525,1.05091,0.44774,1.07673,7.93e-06,7.93e-06,7.93e-06
188,10622.6,0.91816,0.47908,1.03452,0.95135,0.91765,0.95961,0.67521,1.05086,0.44712,1.07619,7.435e-06,7.435e-06,7.435e-06
189,10677.9,0.92446,0.48547,1.033,0.95135,0.91765,0.95945,0.6755,1.05087,0.44755,1.07603,6.94e-06,6.94e-06,6.94e-06
190,10733.4,0.91243,0.47115,1.03096,0.95112,0.91577,0.95908,0.67391,1.05124,0.4475,1.07588,6.445e-06,6.445e-06,6.445e-06
191,10791.7,0.89123,0.431,1.01537,0.95301,0.9147,0.9587,0.67408,1.05114,0.44824,1.07601,5.95e-06,5.95e-06,5.95e-06
192,10846.2,0.8641,0.4136,0.99969,0.95307,0.9158,0.95856,0.6735,1.05132,0.44748,1.07625,5.455e-06,5.455e-06,5.455e-06
193,10899.9,0.85709,0.40862,1.00023,0.95495,0.91275,0.95817,0.67299,1.0504,0.44715,1.07602,4.96e-06,4.96e-06,4.96e-06
194,10953.7,0.85229,0.40904,1.0007,0.9539,0.91285,0.958,0.67306,1.05089,0.44655,1.07616,4.465e-06,4.465e-06,4.465e-06
195,11007.8,0.85489,0.40993,0.99629,0.95489,0.91314,0.9577,0.67319,1.05,0.44585,1.07575,3.97e-06,3.97e-06,3.97e-06
196,11061.2,0.84929,0.40526,0.99467,0.95484,0.91214,0.95772,0.67325,1.04968,0.44636,1.07574,3.475e-06,3.475e-06,3.475e-06
197,11115.5,0.8547,0.40866,0.99946,0.95398,0.91449,0.9565,0.67304,1.04947,0.44602,1.07572,2.98e-06,2.98e-06,2.98e-06
198,11170.1,0.84759,0.40342,0.99165,0.95396,0.91422,0.9564,0.67181,1.0501,0.44587,1.07602,2.485e-06,2.485e-06,2.485e-06
199,11223.5,0.84194,0.402,0.99176,0.95393,0.91352,0.9561,0.67179,1.04968,0.4457,1.07551,1.99e-06,1.99e-06,1.99e-06
200,11277,0.85188,0.40376,0.99625,0.95487,0.91271,0.95647,0.67217,1.04996,0.44614,1.07553,1.495e-06,1.495e-06,1.495e-06
